rat	human
363985	254428
290629	83878
287170	79622
498848	56104
108353166	56104
294236	2968
103689994	81492
292684	81492
309767	81492
84349	959
100361582	164118
313370	51361
171497	10110
289560	3490
295428	57721
64362	1674
361853	79632
287675	192666
360745	8216
81520	65108
102550530	65108
103689966	65108
100359861	643155
360617	84299
102552549	84299
501028	64975
296551	64975
171075	2208
310159	29102
501661	474383
680944	494115
307779	494115
302855	494115
297025	3792
297025	3792
25450	2561
24922	2561
25451	2561
684208	390038
362518	84302
500988	1656
311279	120534
25450	2562
24922	2562
25451	2562
100365450	128653
59327	7291
85489	7291
308692	23401
679110	23401
103691373	23401
192249	30845
293692	30845
100361657	160065
362566	10489
29653	57678
116671	8851
116643	7415
360983	29094
25394	631
685322	29796
366836	79852
294679	57763
100910438	57763
79449	6144
682967	54495
307806	57215
300674	372
298017	10881
315347	121355
690393	56158
54226	351
310633	56893
294680	689
498848	56103
108353166	56103
84404	8487
83789	6187
689377	55647
59327	117581
85489	117581
292794	2867
304343	10980
171394	22883
313717	22883
308739	56963
360697	3460
360697	3460
408235	404203
100911681	404203
100910942	404203
103690055	404203
365494	340719
85333	293
313905	9913
498848	56102
108353166	56102
170582	9965
25521	5575
574523	54658
396527	54658
24861	54658
396551	54658
688297	5149
114248	5149
100362805	81567
116726	11136
54266	8174
94168	6694
365336	120793
293336	120793
499593	6657
689988	6666
100912924	166815
29392	23621
29468	2923
313981	79954
361807	221496
108348120	221496
680354	51186
108351806	285349
116596	1326
501121	55997
290843	137964
84598	3716
683927	1478
289324	29097
289745	51537
678893	9766
192203	2191
313936	653140
100363146	653140
289501	345079
289633	57495
317204	83259
305472	113791
361689	81622
292771	23094
296623	84895
317576	4952
574531	3903
304944	83549
311864	83549
680697	115352
25440	2172
362865	79158
100362241	55200
299284	23405
29545	7345
298019	8727
100909750	25
100909750	25
311860	25
311860	25
690276	130813
259237	23348
313438	23348
50938	50937
29308	10124
679958	133308
308703	79705
289801	7378
140608	521
499204	220042
100361371	341346
25101	1136
29578	144983
362186	81930
117096	57555
103692131	3207
103692131	3207
100909443	3207
116509	6536
298690	126792
292681	4858
298992	4858
306243	55799
306243	55799
306243	55799
306243	55799
312668	55799
312668	55799
310946	55631
292762	27335
64187	400
500356	79785
365222	57622
300124	114780
300124	114780
691069	114780
691069	114780
313225	347273
574523	54657
396527	54657
24861	54657
396551	54657
304944	7371
311864	7371
288919	439
290831	54904
24401	2805
317381	28952
24618	130120
171162	130120
24620	130120
362441	55846
294385	6832
304954	6675
498272	6675
103689994	345895
292684	345895
309767	345895
171126	26985
294012	119032
303214	10626
305494	165
312159	10447
303201	23326
302566	23326
303875	375387
25566	7111
100362027	6156
64640	6156
108352004	6156
362592	127687
574523	54659
396527	54659
24861	54659
396551	54659
294988	57182
363471	8228
367251	51239
499671	388695
361655	7072
312510	7072
171394	64084
313717	64084
689248	641700
89823	7225
300649	56253
24240	790
313928	22979
313928	22979
303356	26022
314743	5128
681665	203522
362751	81542
288661	55596
366213	644524
25628	644524
63834	11132
305392	64151
170910	92140
310773	10390
362960	11144
303214	147166
365194	56344
287424	59344
29501	6560
64561	5256
678739	5256
307479	9832
295631	22925
304007	79598
315750	197021
408217	8237
690953	50700
307362	55205
314859	56890
100912096	7551
302327	7552
25633	1773
170699	27032
170699	27032
689524	128025
681210	168090
362427	57553
305913	7750
315578	79864
362522	58499
359725	84869
359725	84869
361112	196740
503229	440956
314961	50807
313840	151393
313840	151393
364475	22873
294313	23787
304817	55705
115771	9099
296201	58495
288305	10694
300974	11222
78972	30832
684258	79145
362040	58505
85259	1259
29333	4179
365577	4179
78956	6335
292266	80129
292266	80129
290322	55756
102549712	55756
266714	4647
171400	60481
300225	91010
114858	53358
408206	124975
25240	358
501738	124599
301476	22807
302990	25823
303212	57336
353233	8439
171097	55803
56826	55803
298598	55707
311111	115677
303059	79616
685405	51307
292097	64801
25565	7091
363162	152100
266631	129831
308021	84144
64204	5339
305556	23301
140726	27091
684961	79698
684961	79698
303272	51268
29658	786
312790	9052
680971	23259
293016	9053
293016	9053
171097	11033
56826	11033
84495	7515
246301	56676
100910163	56892
684871	56892
503027	11183
311137	151126
305691	151126
313491	84681
300963	80254
300963	80254
500511	148581
100909732	159090
501647	159090
64460	5195
308777	8120
294270	3127
24981	3127
117955	9497
361935	166378
367196	27034
306998	8621
497936	92162
304201	7813
100360066	7813
100360066	7813
685076	283209
502228	57583
303395	124773
690076	342510
299600	284451
79222	3000
360848	149345
360537	146691
315760	54956
305605	55704
687346	8315
361515	55228
362402	152273
309147	222
688778	222
64561	5255
678739	5255
683891	347475
294342	6527
103690052	6527
294341	6527
103694870	6527
294270	105369230
24981	105369230
207113	83639
286997	225689
680344	23359
314405	78990
299008	80224
298867	114818
29427	199
362107	199
501046	8419
361402	54496
294279	1302
100911886	1302
290533	7871
54241	8218
266715	7976
303158	23367
312488	525
117284	57554
192183	5818
305835	57161
305549	57161
257646	122786
192126	153090
192126	153090
363268	130888
297910	115111
100912235	375449
103690045	375449
116477	65125
362965	5905
83791	2224
252961	10010
314746	84101
291929	26664
299588	26664
290668	23383
688841	27112
313052	2035
309557	2035
291464	6643
291464	6643
24361	2176
24361	2176
287722	113277
50998	8161
499924	359710
310405	55534
24173	147
25327	3746
117101	3746
680451	340371
294388	219736
294388	219736
29524	3985
315059	83696
315059	83696
315059	83696
361584	945
113940	9535
81661	9535
295725	504191
404892	504191
295729	504191
171070	11099
315870	9096
29367	1120
304922	2328
84493	2328
24808	6870
171100	23452
445583	83998
287331	391191
100910837	391191
405050	391191
287329	391191
405307	391191
287324	391191
103690280	391191
287336	391191
100910876	391191
287328	391191
100911586	391191
501698	391191
309136	220064
498972	221184
298213	3441
298210	3441
298205	3441
100912356	3441
690894	3441
315337	3229
291182	83930
365037	23328
365037	23328
365037	23328
24417	2914
60590	2914
81672	2914
100359680	54947
289439	54947
362701	92291
58959	1394
300117	112885
360505	8131
367454	2527
54271	64499
29268	64499
312052	261729
103690850	158830
293871	138199
306460	133121
686432	101928108
686432	101928108
170837	54861
170837	54861
25244	593
363508	51442
300803	114294
246263	348158
291228	283078
361033	390439
405128	390439
405371	390439
405129	390439
103693383	390439
290018	390439
690303	4116
298385	4116
316452	151195
83632	10522
117273	389
295342	389
360768	221960
298981	390010
293568	390010
114629	1811
689931	84709
294799	55299
24269	93979
408212	93979
297893	3065
84576	3065
286923	58512
294018	6877
305340	54502
306102	79866
292404	55274
312916	10987
289724	8602
66029	3620
192242	6718
246117	90411
311325	90417
315286	79022
25334	168620
287774	350
292661	5739
295334	10286
64391	1613
300799	1613
501072	30
24157	30
305835	57162
305549	57162
299714	63982
299714	63982
311287	63982
311287	63982
307850	118460
25708	7352
298213	3447
298210	3447
298205	3447
100912356	3447
690894	3447
26954	6009
102553150	84166
291861	84166
288593	6369
362519	10592
25372	157
25372	157
25238	157
25238	157
300653	7007
315912	54885
25211	4069
362881	4069
79212	6529
310444	53829
681008	389206
303179	2987
291848	4324
362015	271
306760	79930
306081	64881
689046	338657
689046	338657
100362121	1643
364774	51806
297801	114786
292843	100049587
79423	81551
24465	3251
103689983	3251
54282	29943
300207	255411
362691	130733
114208	6498
501150	100652824
117254	5052
29338	5052
289034	92703
500837	92797
405306	343172
405047	343172
405046	343172
405305	343172
287343	343172
171099	23551
502020	23143
305287	55763
366126	6688
690422	283643
679203	51497
287678	25984
316235	5429
246263	123876
65132	1366
360990	9736
682978	25961
58976	7779
298213	3451
298210	3451
298205	3451
100912356	3451
690894	3451
79107	50506
266807	50506
503165	26286
289307	64216
108348143	64216
25641	3489
297607	57102
299714	121601
299714	121601
311287	121601
311287	121601
317189	1730
500943	143872
252897	56105
103694097	84547
102555723	84547
498870	389320
79434	9230
25113	23109
291044	4739
291044	4739
313233	79695
308163	1235
25532	5867
54271	23430
29268	23430
100909434	54798
310550	54798
100361043	391475
291031	51439
362414	10474
367454	2525
679158	6658
289034	653659
293484	728689
245966	129303
500088	401409
361018	11170
24718	5649
292852	5650
313391	84938
25054	4915
25054	4915
25054	4915
291819	766
171101	2922
295051	29880
100912498	131408
100360487	131408
81666	9630
81662	9630
309242	9630
309242	9630
405306	127064
405047	127064
405046	127064
405305	127064
287343	127064
298213	3446
298210	3446
298205	3446
100912356	3446
690894	3446
361674	64787
100322897	339779
293484	8663
117018	3757
311346	255252
362037	55435
690826	56123
405138	135946
103692138	135946
140655	6217
296478	84619
302032	196394
298213	3452
298210	3452
298205	3452
100912356	3452
690894	3452
301382	100533467
302822	3547
367289	151050
60629	90249
367901	695
405142	392133
367454	2528
84382	6925
680945	23753
306014	80346
363028	147841
303412	54894
64345	64344
103691556	4093
85435	4093
680531	89958
501059	64147
308064	55722
361680	4046
310537	201725
366466	149175
24417	2917
24417	2917
60590	2917
60590	2917
81672	2917
81672	2917
304719	2072
304719	2072
103693257	2072
103693257	2072
100911365	347862
309110	347862
288291	5651
291245	88
303730	84733
300052	51160
63885	10846
679135	401612
499537	2533
306622	157697
288591	83862
81742	5136
81742	5136
81529	5136
366848	256949
246757	339451
292843	8778
287450	162515
691246	388591
362194	22893
246146	23640
259272	124540
360596	124540
89833	10841
89833	10841
314288	22990
314288	22990
295322	79679
103690112	10075
299858	4035
314396	123041
100363095	113802
688133	54799
79131	2170
689249	89970
362645	23400
155205	206358
246235	206358
311558	128859
282824	1995
298213	3444
298210	3444
298205	3444
100912356	3444
690894	3444
498803	220213
287592	51174
59318	4045
29561	4045
116597	4045
116597	4045
362832	113177
59318	4978
29561	4978
116597	4978
116597	4978
311396	79895
311396	79895
65201	6249
295455	64116
313052	2037
309557	2037
81779	6344
362605	113452
500528	149483
289181	55827
295211	6276
29503	6580
24904	6580
500629	100526794
289754	7494
54241	1213
362548	23421
288364	79691
299647	84330
315992	1795
315992	1795
361088	79596
308999	54620
362712	92749
298213	3448
298210	3448
298205	3448
100912356	3448
690894	3448
361413	283927
292028	3735
303698	9489
102550809	6322
308169	401285
113940	2764
81661	2764
114109	159296
309389	159296
296456	3685
313783	93145
290485	9071
290485	9071
298213	3442
298210	3442
298205	3442
100912356	3442
690894	3442
298213	3440
298210	3440
298205	3440
100912356	3440
690894	3440
305373	3149
688583	3149
94193	8567
294790	6502
499956	54963
81634	81
63836	81
444983	81575
313866	130271
313866	130271
362502	51271
294925	64778
108348118	4012
171105	4012
681740	3720
501199	642987
680668	27010
317322	10082
691984	10082
288176	84319
288176	84319
315858	25998
89812	8396
116723	8396
498119	23514
50993	10890
300763	54839
365476	80217
498952	162239
499000	79844
291967	79844
313977	23175
313977	23175
317435	357
361253	79783
363142	7869
303218	9955
363618	9955
498596	10718
498596	10718
290381	23078
24391	2689
311642	55959
292724	90324
59073	56925
305453	402160
282843	10174
287659	30837
287659	30837
641626	245910
641626	503614
25424	1510
288906	5989
308854	25884
114517	3655
114517	3655
361255	6905
291585	8226
296081	90416
156767	7133
362103	149281
362103	149281
289167	149281
289167	149281
295985	196074
295985	196074
295985	196074
303000	6650
303000	6650
314979	64798
314979	64798
684800	60682
684800	60682
102550789	100507650
691042	81846
691042	81846
300147	81846
300147	81846
296118	196951
296118	196951
296118	196951
503568	26266
503568	26266
315434	54851
362733	2115
432392	2530
117258	1272
501563	5613
499914	9837
304923	92344
100363171	474382
302783	474382
499205	220382
295037	4258
295037	4258
25435	29904
25435	29904
681896	83733
681896	83733
681896	83733
305482	8897
305482	8897
361771	64429
309918	22936
309918	22936
117544	5471
79216	2662
500011	54809
140914	4973
299180	10001
113882	55363
292165	126820
29485	84889
304091	3588
689035	606495
296380	10564
312915	10564
25499	4898
688019	83591
108348076	8844
108348076	8844
360573	8844
360573	8844
85244	53340
116479	50848
315939	92370
297597	51147
500750	256130
500750	256130
114592	6795
292554	6795
289468	84142
282840	22809
29186	967
78963	317
114100	6309
64171	64170
64171	64170
114635	10906
367743	11230
293648	116512
266607	2864
298606	284723
363123	5870
84379	5870
308410	6253
363520	3654
313765	9906
679272	92979
307404	340075
308408	2828
498440	58529
414065	388112
313765	728661
64032	4856
81526	4856
499636	5877
304807	5877
405144	130075
502755	130075
305476	100190949
260323	81609
260323	81609
367838	55906
362203	27229
683410	341405
313743	9903
292406	7058
292657	6510
291325	338596
292583	5988
313950	64342
313950	64342
314616	1820
298959	155465
298961	155465
361967	5481
311580	25939
100362725	6792
312897	9242
297911	139562
302426	139562
293774	23220
287962	64976
81648	1392
64709	64710
308853	341152
293140	341152
405257	341152
503194	89944
684148	57819
499975	84668
292381	167410
299201	1743
303287	162517
310327	84109
500157	84109
362175	100131378
414065	79923
100359982	25874
245926	22828
24312	200895
298748	55471
308790	84206
26198	4513
85423	29844
296290	80341
362184	120526
155268	10686
690961	22796
54260	3707
54260	3707
60445	7248
303419	404093
25050	814
312439	64795
305096	55220
83613	4747
300950	92369
310614	57459
310614	57459
100362572	255027
100362572	255027
84020	3784
83823	10755
302993	30812
140586	30812
116466	7482
307396	78991
680164	84066
364843	56107
498849	56107
252895	56107
288236	8624
362859	10970
25456	2743
309165	5970
24416	2913
116490	6615
360515	9685
367846	6670
288525	207063
59266	10021
499486	285601
297930	11059
297504	9695
500666	51339
310787	163479
297768	51110
364843	9708
498849	9708
252895	9708
309157	246330
300768	10391
686117	4211
304054	63977
502225	389257
65178	9892
155430	23493
297685	51202
290660	51202
309532	84896
306073	84078
100909827	84078
499561	134145
50678	5139
50678	5139
363236	150864
310616	148327
313152	56832
690945	51071
293522	51327
498514	60686
25341	4982
498918	10265
311165	219541
102552640	283248
305811	283248
309591	56658
303505	57125
294698	64924
295549	11080
306617	9920
306617	9920
300242	3855
304282	55971
303343	116236
290396	81624
289469	51023
294312	221476
691105	2189
286896	8879
79214	2589
311039	2589
58839	29982
499670	29982
100363472	29982
361732	79073
100363268	4725
362588	4725
313089	157724
502357	401665
60562	8677
360776	389541
309153	9986
405219	391112
60377	64130
287451	201232
360552	27043
24177	174
297685	54555
290660	54555
288088	4710
308845	5612
316477	50485
25083	150
292886	79735
252827	51654
360498	339123
306809	23299
60383	10616
501065	112616
100912195	84707
363498	84707
117275	8646
24411	2905
500338	3823
29683	3823
365361	57149
500200	84913
171051	9478
679028	3516
679028	3516
293024	11214
287726	201299
25195	1816
307213	55628
405155	125958
405390	125958
100036582	125958
405339	125958
405166	125958
108351818	125958
303601	1534
287702	3872
450231	3872
367302	23704
25383	339
308871	55298
498847	56112
499587	57709
245956	55800
394266	2706
361625	56675
29543	7077
113912	65078
294504	5464
292847	90353
306808	64768
363123	84084
84379	84084
100196907	9528
286996	115509
361354	201456
360719	3081
681178	84333
298959	10551
298961	10551
364786	8516
116741	56134
313495	768
81708	4329
303856	344905
297911	51633
302426	51633
500889	389690
81525	4793
500089	50831
313574	84618
298579	26279
63888	53947
291991	146456
246153	3747
100912195	55859
363498	55859
367085	57569
362415	26140
306129	26224
363661	79922
291006	54769
295956	29099
309349	84631
362628	163702
307851	497190
298676	79906
298676	79906
679934	55845
116722	5716
683282	55211
685378	55211
684526	55211
690410	55211
54238	1031
295462	55013
295462	55013
24391	1443
24391	2688
310230	347051
501665	347051
691145	196294
313706	29914
360574	55813
116741	56135
316982	55196
366816	441639
288823	441639
685656	112970
309174	220359
310306	8975
306542	55290
310443	53836
681944	84954
317322	2239
691984	2239
316221	6903
362417	132014
685384	285671
313811	25822
302981	90864
361328	28966
360702	7267
292023	16
364410	54793
288783	29095
100363171	474381
302783	474381
171128	2644
500245	27302
361505	148170
296500	1745
84584	8202
287765	1655
681023	169714
292474	6157
293418	6157
499362	10660
291958	84752
108348111	644096
499125	644096
290567	1103
679712	50804
64508	109
315326	23371
192208	92745
313149	200373
307851	348174
363165	64651
293491	83719
361548	93099
170637	64092
300772	8554
494219	285203
266772	59349
79214	114805
311039	114805
361822	54059
311844	883
305947	283518
289350	25782
289350	25782
29171	364
691259	646627
114711	10020
300222	10445
363595	6932
296145	129804
289088	54823
311658	4773
29366	5270
298189	54796
307652	80011
100911970	145282
116551	5163
83805	6714
316067	9942
102551208	343521
116493	56850
306284	9721
29423	2596
363068	54939
298381	55268
64520	9112
291377	25914
501096	340205
54261	3780
54261	3780
89841	5833
114592	9212
292554	9212
308100	39
79433	4628
310155	54545
89819	8896
100363367	401124
362460	51026
298688	54973
288710	9921
361714	10235
24373	10468
303596	162333
287521	4335
83532	7419
292541	91662
499425	22891
103689964	203547
100912478	203547
501658	203547
294810	6897
295965	26298
498864	340069
310230	8273
501665	8273
65161	9516
362464	56938
102555341	56938
100359879	641649
288067	1475
408214	1475
498087	1475
689230	1475
100362978	1475
100911790	1475
303909	1475
29171	112267859
304498	144406
311491	140856
309728	84159
308283	84085
100361431	100130958
691729	79029
305792	200845
94270	4826
500338	3822
29683	3822
116639	1523
502731	221806
360942	5099
360942	5099
192218	10524
501550	6399
100910318	6399
499194	4828
363187	55173
308376	57211
311170	29015
298767	51626
302612	64061
305454	57732
292890	60385
302980	81889
81522	4548
81522	4548
100158233	7355
297597	84289
292583	10739
60449	2784
309453	79176
300259	8086
315055	22898
296846	253012
171106	8808
362905	9694
64464	26519
499994	219578
362759	55218
315952	199221
362520	2218
314626	339366
362329	3614
64030	3815
108348115	6223
29287	6223
103690015	6223
619574	79415
299811	11052
681408	284338
289219	5498
297387	55233
313506	6491
170844	6873
29171	100509620
252891	10011
680866	55076
100911041	55076
308306	9669
292535	79165
315323	3851
366014	84885
296787	10512
100360606	54764
312440	55818
502992	401944
353304	128869
310710	100996517
499000	653082
291967	653082
80846	3191
83629	6558
364823	57565
680523	653567
689885	346689
364981	60592
192280	79660
361907	23194
298267	57685
29150	9782
65180	3752
65195	3752
316758	284217
307988	340706
688903	8382
305471	23598
116508	9369
688618	727936
299979	79977
313993	79977
81664	2771
25686	2771
300033	1936
100362696	100129583
686140	100129583
360949	132864
360949	132864
298144	23081
298144	23081
108348059	23081
108348059	23081
364224	98
364224	98
316061	9389
303592	11011
300944	54464
100911537	54464
304893	9462
690369	3601
310638	55870
300913	26280
300913	26280
317553	26280
316611	116987
117105	9312
140693	84812
114506	56172
691478	9362
309902	80312
314453	91833
313598	9202
313598	9202
304401	136853
362394	57461
29758	256435
29758	256435
293042	10509
313587	80149
313587	80149
498515	64403
293660	29984
65179	5536
363098	9236
307845	9788
362918	9788
289486	80144
298510	8761
288398	8761
500131	9586
500131	9586
25367	104
171457	9859
171457	9859
497903	134548
65034	23037
65034	23037
291577	337876
291577	337876
100910780	337876
100910780	337876
363474	79135
363474	79135
294672	84340
29471	5540
25360	7253
25360	7253
289443	84230
691920	57519
691920	57519
307796	25894
24584	29895
300994	7866
293154	2352
170501	442117
170501	442117
170501	442117
361142	442117
361142	442117
361142	442117
25655	2701
299954	4715
360645	51204
24849	7167
500959	7167
100911515	7167
690416	140893
25434	8404
500557	286183
500557	286183
689576	286183
689576	286183
102551716	286183
102551716	286183
296131	151313
308509	9710
59324	3775
59324	3775
304832	79577
171492	10746
103694874	4320
25481	4320
305502	222068
298602	149563
79559	214
309446	79803
81827	5705
81827	5705
252856	6943
299209	112752
310707	9557
310749	54665
65190	91543
24476	3375
25118	3672
24517	3726
298309	115353
500239	344018
309674	8568
307992	26033
688981	6154
287417	6154
100910721	6154
307524	55339
498005	92591
309106	59307
24672	5516
24673	5516
103694903	5516
114485	9988
64443	54112
554302	50832
304591	113878
304591	113878
292916	23546
313479	4998
29499	6469
81819	7849
365023	29123
303731	57332
81519	4245
25245	624
29316	136
309609	110599563
316616	79781
83470	649
303824	10644
291234	4288
100912428	4288
680229	6443
679247	25895
85274	10549
295217	23557
29264	7461
314704	29915
25231	3175
100362588	100129669
361481	285800
303511	22806
311505	5075
171087	347411
503429	347411
100361517	84262
303676	60386
683667	6717
362003	653519
310969	10964
310968	10964
303743	147111
689717	130749
287060	9717
306506	157285
306506	157285
415064	7918
415064	7918
24434	2990
294380	347731
691001	4696
691001	4696
684509	4696
684509	4696
301388	54842
295337	440603
300913	11141
300913	11141
300913	11141
300913	11141
317553	11141
317553	11141
25548	6569
641386	9907
312504	150726
361202	80318
304610	121129
404956	121129
303879	200931
303515	51195
81756	5872
312781	4040
499947	140689
305076	27042
94273	4247
364899	220136
191573	116443
296219	29107
360204	7572
315417	8690
364814	143471
29674	143471
680201	79692
362429	8076
497039	277
103689940	277
24203	277
363137	11068
116555	57122
315259	144165
296883	6119
25479	55737
65036	590
360835	28513
364910	27164
81783	6741
691189	388381
315173	27349
24929	5733
24929	5733
29270	6697
297402	6697
310417	80209
302499	29071
287631	124857
297428	22820
301742	22820
502859	166348
501116	1982
361628	1982
307459	23092
307459	23092
83619	4780
497039	279
103689940	279
24203	279
363289	130916
117028	274
652927	360203
246766	360203
296577	360203
29431	5058
29599	492
25330	3991
81506	683
304881	163590
25486	4650
25746	3560
116728	5413
500152	22915
304947	5090
304947	5090
311876	5090
311876	5090
171040	3589
303924	7348
102549491	121006
100362820	121006
24672	5515
24673	5515
103694903	5515
366452	8643
113901	27159
295352	27159
295620	151531
295620	151531
290571	118738
289632	55276
29244	2643
108352186	340900
293888	55848
305458	92305
688176	92305
362048	10098
306771	10098
303811	1855
83721	1855
365813	286827
364050	50717
366276	24148
298400	10488
100911394	54
25732	54
81508	635
299038	139886
79463	29928
688802	345643
305589	64919
314423	64919
304645	23158
301711	339291
364513	195977
60575	9476
362178	1479
293012	167826
25163	1030
25164	1030
303070	348938
290805	7486
308503	646817
307947	646817
353302	56992
353302	56992
360695	59271
290010	390538
364678	94081
319113	79693
25650	481
501706	79003
313529	79639
362990	85437
310672	80222
64351	10652
314131	84684
690188	130074
298451	533
114636	7791
114636	7791
298875	9741
366244	149699
500938	149699
293671	10992
361184	79587
114508	8789
24362	8789
308839	51773
24683	5617
501201	645369
108352186	55096
289235	89886
294521	221264
293625	55367
100911519	55367
298698	83854
100910205	29122
303504	4302
498229	388730
300078	10126
303413	4353
288045	131540
306182	3843
305826	23034
305826	23034
25453	2668
25453	2668
116640	3371
84509	5901
313163	5901
289859	112942
60324	11346
63883	10008
362273	1434
117582	25907
100362495	23354
499951	140628
103690152	8747
685187	8747
58808	58538
58823	10787
311984	54103
312647	10533
25262	3708
287134	84572
307845	92154
362918	92154
81737	4908
299923	10397
25194	2796
288691	283455
288691	283455
308503	6418
307947	6418
292078	124045
289874	27248
312974	55636
366473	113451
361767	27343
83683	2830
103692848	79184
316794	79184
679584	148870
140922	9352
362141	151258
314349	85439
296732	6604
366251	81031
25560	10060
315220	23542
303801	27074
261730	6790
100910867	79846
100910867	79846
305066	5629
309686	23275
365368	246778
360895	51018
292008	54957
63997	2030
619382	23527
500566	90529
287719	3430
688993	154881
293333	390081
365329	390081
293328	390081
405294	390081
405917	390081
293330	390081
293325	390081
405918	390081
500557	79570
689576	79570
102551716	79570
171087	51660
503429	51660
29532	3508
691992	2811
315988	29890
306255	11188
303673	3396
293165	55553
362572	9048
295263	126626
301106	287015
299909	51571
83422	9063
83465	9620
300128	9620
366441	200010
361586	4308
114115	22953
362048	26262
306771	26262
100364335	7812
117180	7812
363938	4940
494202	4940
314416	122481
287716	10197
25035	1727
315546	55243
315546	55243
315546	55243
310695	55243
64626	161253
683674	79034
641555	54959
60462	55509
60356	51380
309760	84665
304827	343450
361437	79007
288779	5869
295219	11000
502584	200035
114508	2203
24362	2203
360703	10311
296710	10092
360854	10092
293502	3835
296131	51011
303811	1857
83721	1857
365192	25799
100912342	10019
58838	10019
317203	27330
293694	5871
288354	55279
288354	55279
681407	378925
690319	390502
25728	348
315329	84975
303208	92521
303208	92521
303208	92521
303208	92521
116568	728441
293333	390082
365329	390082
293328	390082
405294	390082
405917	390082
293330	390082
293325	390082
405918	390082
311575	51230
311575	51230
293128	79731
289533	79799
29260	7099
313633	2048
24338	2048
316085	22906
308028	154091
498533	83648
690358	56981
307251	494470
316062	9390
685081	9390
314694	50515
298496	9132
361232	55003
287954	54487
305552	51057
305552	51057
310062	57688
309595	9656
291944	83894
680616	26051
309533	22986
294043	22986
292022	11269
690693	11269
24443	3067
296188	55304
680591	57631
60328	2011
60328	2011
361578	408050
296117	2585
296117	2585
291095	2762
291095	2762
63995	11221
24896	2778
305152	4299
305152	4299
64183	9659
64183	9659
317508	256714
116690	23114
295930	79096
685900	150350
291411	374868
291411	374868
309456	54838
500692	399671
499264	55911
499377	79949
361643	51451
309142	9633
305967	23303
288719	8459
54290	6001
102546809	100526771
309144	55291
303076	6838
83635	26205
84431	427
311529	22981
311252	25891
29722	322
290741	1635
313633	2047
313633	2047
24338	2047
24338	2047
81524	4784
81524	4784
502710	107985798
502710	107985798
102546892	642515
297483	55164
297483	55164
287371	83450
287371	83450
690504	402569
690504	402569
305235	419
498232	54900
363084	9960
29446	2691
102553148	159686
309467	159686
252855	6421
307616	146225
298072	51531
296995	51650
192248	1012
192248	1012
192248	1012
192248	1012
353256	2969
314212	23002
81752	5732
298947	5294
108348214	23641
295247	127579
499430	55222
25132	4645
25132	4645
24797	6750
171357	5793
171357	5793
497899	102724657
100912477	102724657
100366024	63976
100366024	63976
302582	11279
302582	11279
361502	22870
170927	23155
25405	900
307829	463
310250	463
314436	2002
295734	338675
405255	338675
308571	94030
362834	53615
84351	3551
84351	3551
364745	119180
302562	5355
84592	1068
641624	100289462
361753	64318
305424	26234
305999	4824
100359752	644041
171371	6375
306103	22894
686781	10848
300231	57609
300231	57609
140942	54541
287871	57521
361531	54623
366064	8708
310879	80216
315134	9929
64157	23576
64157	23576
685169	642968
25549	6571
690810	23536
102552838	4157
687575	102724594
361542	102724594
314681	55188
24392	2697
79119	377
64310	377
140940	377
116687	1776
103690049	1776
360677	348262
311204	55343
312616	51095
303234	146849
116465	3459
295394	51611
100362205	408263
316624	377007
641624	1673
78947	7841
103692171	7841
287710	284119
302396	340533
502872	84522
307485	6879
363493	6879
362011	128338
311764	7764
363062	85458
679875	54551
361578	23420
58934	5134
296913	51691
301013	51246
171371	6846
103692368	114299
298850	1058
171079	8705
293617	387733
679571	3146
25459	3146
25569	7200
24208	367
293856	57595
282585	93621
25467	3667
25157	5325
81639	246
303252	246
140593	6478
58813	4907
366099	219417
404888	219417
498305	128153
25401	8092
691722	147685
60576	11181
60576	11181
282833	57829
494445	6427
363235	57679
315714	4016
25269	5816
192270	8613
361568	6237
299199	56252
300640	338662
685029	25847
691543	79768
108348092	79768
103693370	644070
500124	136895
83523	3612
291328	221074
314164	145581
362942	55065
100359823	153339
363077	115752
59316	11247
25734	3055
84405	3592
500061	84691
290631	29086
29538	6364
679957	2841
501052	11334
314119	7789
681820	203111
292721	2077
296098	9836
295843	81300
405946	81300
404834	81300
405947	81300
404822	81300
113958	51081
100361931	100130519
309041	55623
313087	8895
299618	2872
114639	7784
291403	284273
294154	64771
317575	6594
266975	6301
363059	9183
81675	2992
294075	338557
295027	54510
362056	100505741
314119	158586
292765	199720
60378	27076
100361765	3212
58962	27306
192275	1603
317260	9203
100912379	653361
114553	653361
500947	387804
296953	3663
155696	131566
84487	57084
685232	523
25351	6514
367902	51566
192234	8893
362967	27341
641645	245909
308738	1106
25421	1414
364070	55699
288717	402055
641645	503841
367745	139189
24299	1548
309201	6094
501047	256076
29441	5447
83764	2319
304763	23518
365380	282973
290877	348013
299611	10297
314312	957
300111	25813
691589	26038
25490	4738
292756	10298
26200	4539
292851	284366
360869	261726
317316	10761
102550080	10761
311020	375287
309170	23625
304919	55157
64822	646480
316342	51601
315509	83700
301168	151651
84410	688
498233	59352
498233	59352
500084	8805
312083	55610
100911994	55610
24826	7038
288813	390321
108348039	390321
405963	390321
29557	4625
29557	4625
29557	4625
29556	4625
353228	326340
689594	326340
85384	6655
366245	140902
286761	80124
362591	4520
100909856	4520
361956	51319
102549681	440107
499814	150737
311123	150737
100362431	150737
100360919	100423062
313686	126767
64469	7782
65261	4641
170551	8884
64631	7326
306630	84945
100909598	101928527
295602	55183
311426	6614
