10090_22259	10116_58852	9606_10062
10090_56463	10116_64635	9606_27044
10090_13512	10116_291752	9606_1830
10090_330627	10116_361623	9606_9866
10090_74309	10090_76303	10116_365410	10116_305475	9606_5007	9606_23762	9606_23762	9606_23762
10090_213326	10116_314717	9606_55681
10090_226412	10116_304763	9606_23518
10090_93842	10090_235086	10116_315510	10116_304982	9606_57549	9606_22997
10090_68925	10116_311338	9606_26015
10090_18415	10090_18415	10116_294993	9606_22824
10090_333050	10090_333050	10116_288691	9606_283455	9606_283455
10090_12121	10090_12121	10116_362466	9606_636
10090_240725	10090_72043	10116_311642	10116_171396	9606_23213	9606_55959
10090_232560	10090_232560	10116_686779	9606_65981
9606_654254
10090_50817	10116_303000	9606_6650	9606_6650
10090_629499	10116_100360777	9606_140699
10090_237523	10116_360417	9606_374462
10090_63873	10116_66026	9606_59341
10090_67847	10116_307309	9606_9627
10090_228911	10090_228911	10116_100911757	9606_128553	9606_128553
10116_688887	9606_10877
10090_70549	10116_315776	9606_83660
10090_229663	10116_117180	10116_100364335	9606_7812
10090_54611	10090_54611	10090_18576	10116_29516	10116_50678	9606_5140	9606_5139	9606_5139
10090_107515	10116_286994	9606_55366
10090_67724	10116_315045	9606_10940
10090_12236	10116_171576	9606_701
10090_239319	10116_294770	9606_84674
10090_381314	10116_364070	9606_55699
10116_100158232
10090_18760	10116_85421	9606_5587
10090_13650	10116_303008	9606_64285
10090_13666	10116_29702	9606_9451
10090_16590	10116_64030	9606_3815
10090_214575	10116_289129	9606_163589
10090_435766	9606_100526835	9606_51086
10090_170483	10116_170796	9606_116444
10090_13435	10090_13435	10116_444984	10116_444984	9606_1788
10090_106200	10116_302899	9606_51061
10090_110816	10116_690297	9606_102724159	9606_5822
10090_209683	10090_209683	10116_304558	9606_23331
10090_73707	10116_245708
10090_12386	10090_12385	10090_12385	10116_297357	10116_307505	10116_307505	9606_1496	9606_1496	9606_1496	9606_1495	9606_1495
10090_70683	10116_314713	9606_27340
10090_54392	10116_305392	9606_64151
10090_626596	10116_500853	9606_26166	9606_26166
10090_226432	10116_304817	9606_55705
9606_4684
10090_442827	10090_442827	10116_309649	9606_401258
10090_329977	10090_329977	10090_329977	10116_500577	9606_114827	9606_114827
10090_105244006	10090_105244343	10090_105247109	10090_108169013	10090_108168962	10090_105247234	10090_105247050	10090_105246904	10090_105243765	10090_108167440	10090_108167476	10090_105246807	10090_105244980	10090_105244999	10090_105245011	10090_108167809	10090_105245097	10090_108167855	10090_105245342	10090_105245342	10090_108167951	10090_108168045	10090_108168067	10090_105245547	10090_108168162	10090_105246138	10090_105246572	10090_105246618	10116_102555474	10116_102554594	10116_108349511	10116_102555832	10116_108349732	10116_102551838	10116_108350002	10116_108349907	10116_102551620	10116_103691841	10116_102552784	10116_103691918	10116_102555858	10116_102555760	10116_108351076	10116_102547431	10116_102550241	10116_102547206	10116_102546456	10116_108351339	10116_108351576	10116_102554988	10116_108351583	10116_102551754	10116_108351581	10116_108351431	10116_103690189	10116_103693553	10116_102550582	10116_102550309	10116_108352427	10116_103690884	10116_102550650	10116_108352748	10116_102546424	10116_102553620	10116_102546505	10116_102556474	10116_108348812	10116_102553405	10116_102552169	10116_102553611	10116_108353270	10116_103690834	10116_102552860	10116_103694571	10116_102555330	10116_108353314	10116_103694538	10116_108353315	9606_105373926	9606_105374103	9606_112267992	9606_105379356	9606_105376526	9606_107984745
10090_12335	10116_29155	9606_825	9606_825
10090_108068	10116_24415	9606_2912
10090_547176	10116_296864	9606_340554
10090_93717	10090_93716	10090_93722	10116_252895	10116_364843	10116_498849	9606_56107	9606_9708	9606_56106
10090_15260	10090_15260	10116_363849	10116_100911837	9606_7290
9606_441459	9606_253650
10090_74103	10116_307189	9606_10529
10090_16400	10116_360606	9606_3675
10090_105445	10090_75974	10116_259237	10116_313438	9606_23348	9606_139818
10090_30806	10116_300475	9606_11095
10090_13733	10116_316137	9606_2015
10090_399510	10116_503027	9606_11183
10090_210044	10090_104110	10116_81636	10116_54223	9606_108	9606_196883
10090_67772	10116_65027	9606_57680
10090_226982	10116_308306	9606_9669
10090_237500	10116_314785	9606_160418
10090_218165	10116_690971
10090_93708	10116_641525	9606_56097
10090_68968	10116_311348	9606_146059
10090_27054	10090_20334	10116_362226	10116_58817	9606_10484	9606_10483
10090_244310	10090_244310	10116_116681	9606_9228
10090_224139	10116_192243	9606_2804
10090_22068	10116_89823	9606_7225
10090_243277	10090_243277	10116_689257	9606_283383	9606_283383
10090_231760	10116_266780	9606_23504
10090_12807	10116_310288	9606_84343
10090_233826	10116_293452	9606_79728
10090_271036	10116_100910102	9606_79820
10090_21894	10116_313494	9606_7094
10090_227195	10116_316440	9606_54891	9606_54891
10090_269233	10116_680259	9606_221061
10090_277328	10116_312896	9606_8989
10090_56233	10116_84582	9606_51564
10090_108829	10090_108829	10116_171120	9606_221037
10090_73732	10116_315451
10090_70508	10116_303970	10116_100912484	9606_56987
10090_72344	10116_303700	9606_57602
9606_7772
10090_320712	10116_363767	9606_25890
10090_15273	10116_29721	9606_3097
10090_83675	10116_361832	9606_80114	9606_80114	9606_80114
10090_22065	10116_60395	9606_7222
10090_12814	10116_25654	9606_1301
10090_12561	10116_114588	9606_1002	9606_1002	9606_1002
10090_102635496	10116_100361092	9606_340895	9606_340895	9606_340895
10090_71395	10090_100043173	10090_12945	10116_170568	10116_170568	10116_691970	10116_102556288	9606_729800	9606_1755
10090_192775	10116_116745	9606_81033
10090_229488	10116_365834	9606_729830	9606_729830
10090_12190	10116_360254	9606_675
10090_20192	10090_20190	10090_20191	10116_114207	10116_170546	10116_689560	9606_6262	9606_6263	9606_6261
10090_14104	10116_50671	9606_2194
10090_269003	10116_307527	9606_79595
10090_320799	10116_311604	9606_23051	9606_23051
10090_241764	10090_237339	10090_320858	10116_309550	10116_311613	10116_689856	9606_84456	9606_91133	9606_91133	9606_26013
10090_347722	10090_213990	10116_362300	10116_316611	9606_116987	9606_116987	9606_116988	9606_116988
10090_170720	10116_688292	9606_79092
10090_233246	10116_308637	9606_203859
10090_26408	10090_270672	10116_365057	10116_501558	9606_4217	9606_389840
10090_17159	10116_361378	9606_4125
9606_26152
10090_17423	10116_103690051	10116_114002	9606_8509
10090_211924	10090_13510	10090_225256	10116_291755	9606_1828
10090_16399	10116_685269	9606_3674
10090_76850	10116_298533	10116_108351033	9606_192670
10090_74237	10116_309098	9606_10844
10090_432530	10116_305509	9606_107
10090_338354	10090_22718	10090_22717	10090_112415	10090_71163	10090_545938	10090_73430	10090_71163	10116_100360638	10116_100909824	10116_499110	10116_102553760	10116_100910046	9606_339327	9606_284323	9606_163131	9606_163131	9606_284323	9606_339327
10090_67439	10116_245976	9606_56949
10090_94093	10116_365894	9606_51592
10090_228836	10116_286930	9606_22839
10090_21871	10090_140494	10090_11975	10116_296981	10116_29757	10116_116455	9606_50617	9606_23545	9606_23545	9606_535
10090_11491	10116_57027	9606_6868
10090_16562	10090_16562	10116_113886	9606_10749
10090_52635	10116_299488	9606_57488
10090_237782	10116_497918	9606_140775
10090_239393	10116_314941	9606_29967
10090_269536	10116_298065	9606_54881
9606_126231
10090_12558	10116_83501	9606_1000
10090_69719	10116_24240	9606_790
10090_320995	10116_294395	9606_222546
10090_99512	10116_310785	9606_22911
10090_50912	10090_50912	10116_313707	9606_5394
10090_54343	10090_54343	10116_312800	9606_55729
10090_104718	10116_362768	9606_145567
10090_76740	10090_76740	10116_362923	9606_23167
10090_80743	10116_296159	9606_64601
10090_66861	10116_295690	9606_54431
10090_330222	10090_237979	10116_360652	10116_304297	9606_221935	9606_221935	9606_221935	9606_54549
10090_637053	10090_56544	10090_667069	10090_319217	10090_667060	10090_100125586	10090_637004	10116_295090	10116_266778
10090_70719	10116_314618	9606_23526
10090_26946	10116_282822	10116_282822	9606_57113
10090_213262	10090_320027	10090_320027	10116_365823	10116_303130	9606_56884	9606_23105
10090_22215	10116_361585	9606_7337
10090_217695	10116_299188	9606_53349
10090_105837	10116_500870	9606_27085
10090_140780	10116_498333	9606_55589	9606_55589
10090_623474	10116_313063	10116_313063	9606_25788
10090_16195	10116_25205	9606_3572
10090_26903	10090_26903	10090_226101	10116_309499	10116_312492	9606_8291	9606_26509
10090_27411	10116_54302	9606_8170
10090_12808	10116_305497	9606_23242
10090_101055983	10116_298320	9606_57481
10090_78751	10116_311415	9606_376940
10090_216874	10090_216874	10116_287462	9606_23125
10090_72685	10090_72685	10116_313409	10116_313409	9606_9829	9606_9829	9606_9829
10090_18786	10116_116645	9606_9373
10090_21923	10116_116640	9606_3371
10090_108069	10116_24416	9606_2913
10090_70351	10116_140943	9606_9989
10090_15505	10116_288444	9606_10808
10090_79196	10116_361686	9606_114879
10090_18626	10116_287422	9606_5187
10090_216799	10116_287362	9606_114548
10090_75740	10090_75740	10116_310269
10090_21417	10116_25705	9606_6935	9606_6935
10090_98488	10116_316810	9606_9330
10090_100502710	9606_83744	9606_7592
10090_74196	10116_298782	9606_55622
10090_14919	10116_79222	9606_3000
10090_403088	10116_494321
10090_233890	10090_78921	10116_102553763
10090_107650	10116_81747	9606_5298
10090_319974	10116_100362819	9606_26053	9606_26053
10090_71750	10116_362894	9606_22864
10090_71710	10116_266808	9606_85444
10090_241324	10116_366031	9606_286204
10090_80297	10116_308458	9606_57731
10090_234875	10116_292095	9606_79573
10090_53357	10116_360426	9606_8398
10090_16574	10116_311024	9606_3800	9606_3800	9606_3800
10090_74522	10090_240069	10116_299555	10116_100911941	10116_289736	9606_22880
10090_191578	10116_360912	9606_113510
10090_236798	10116_302860	9606_139378
9606_10308	9606_10308
10090_216033	10090_216033	10116_361839	9606_29119
10090_108857	10116_100529260	9606_404734
10090_237542	10116_314824	9606_114882
10090_105242467	10116_102552996	9606_107984125
10090_72046	10116_305493	9606_55665
10090_94216	10116_363458	9606_1288
10090_67370	10116_292610	9606_80095
10090_22018	10116_54314	9606_7173	9606_7173
10090_114674	10116_288606	9606_389524	9606_84163
10090_75906	10116_361853	9606_79632
10090_83679
10090_244867	10116_367085	9606_57569
10090_77987	10116_309887	9606_10973	9606_10973
10090_76645	10116_691069	9606_114780	9606_114780
10090_12402	10116_500985	9606_867
10090_56710	10116_140610	9606_1620
10090_17921	10090_17922	10116_266714	10116_498834	9606_4648	9606_4647
10090_237175	10116_266735	9606_10149
10090_72972	10116_306306	9606_54462	9606_54462
10090_12725	10116_84360	9606_1182
10090_74055	10116_114633	10116_114633	9606_51196	9606_51196
10090_52036	10116_309144	9606_55291
10090_72404	10090_72404	10116_246152	9606_54521	9606_54521
10090_242202	10116_171115	9606_8654
10090_66967	10116_289085	9606_80267
10090_22757	10116_304275	9606_23660
10090_320484	10116_314596	9606_64926
10090_235493	10116_300836	9606_56204
10090_21762	10116_287984	9606_5708
10090_67487	10116_287595	9606_79665
10090_634882	10116_317416	9606_347365
10090_93736	10116_303132	9606_27125
10090_56041	10116_56042	9606_8615
10090_11772	10090_11772	10090_11771	10116_81637	10116_308578	9606_161	9606_161	9606_160
10090_665033	10116_501047	9606_256076
10090_71819	10116_315740	9606_9493	9606_9493
10090_22349	10090_22351	10090_11567	10116_79253	10116_301057	10116_316521	9606_7429	9606_50853	9606_10677
10090_208144	10116_288647	9606_57647
10090_20868	10090_20874	10090_20874	10116_54308	10116_29398	9606_6793	9606_9748
10090_14183	10090_14182	10116_25022	10116_79114	9606_2260	9606_2263
10090_78923	10116_291577	10116_100910780	9606_337876	9606_337876
10090_15184	10116_84580	9606_10014
10090_109077	10116_309200	9606_80789
10090_64898	10116_316737	9606_9663
10090_80898	10116_80897	9606_51752
10090_26936	10090_26936	10116_116504	9606_23164
10090_233878	10116_308988	9606_26470
10090_19263	10116_314843	9606_5787
10090_433287	10090_236732	10116_64510	9606_8241	9606_8241
10090_74203	10116_305468	9606_56478
10090_26942	10116_315033	9606_6674	9606_6674
10090_338467	10116_304074	9606_23515
10090_99526	10116_295425	9606_54532
9606_55964
10090_353282	10116_307106	9606_57713
10090_19221	10116_29602	9606_5738
10090_72199	10116_171124	9606_64210
10090_237211	10116_501552	9606_2187	9606_2187
10090_73674	10116_314545	9606_84128
10090_93700	10090_93705	10090_93699	10090_93714	10116_364845	10116_108353166	10116_498848	9606_56104	9606_56099	9606_56103	9606_56102
10090_102637087	10116_102548320
10090_210998	10116_689997	9606_157769
10090_12339	10116_306260	9606_23473
10090_207728	10090_207728	10116_81743	9606_5138
10090_270151	10116_315599	9606_79671
10090_16412	10116_24511	9606_3688
10090_71805	10116_291874	9606_9688
10090_74004	10116_365380	9606_282973
10090_72503	10116_303280	9606_9703
10090_93710	10116_498846	9606_56113
10090_329502	10116_296091	9606_123745
10090_216549	10116_305544	9606_54812
10090_236920	10116_312113	9606_9754
10090_20788	10116_300095	9606_6721
10090_26430	10116_83507	9606_8505
10090_224224	10116_245919	9606_50939
10090_106583	10116_245926	9606_22828
10090_19645	10116_24708	9606_5925	9606_5925
10090_332131	10116_315324
10090_75820	10116_689524	9606_128025
10090_233900	10116_266712	9606_9810
10090_74030	10116_311494	9606_54453
10090_76380	10116_287776	9606_201134	9606_201134
10090_271844	10116_691907	9606_255189
10090_319876	10116_311088	9606_22837
10090_338337	10116_361073	9606_83548
10090_98741	10090_16500	10116_25736	10116_117105	9606_9312	9606_9312	9606_3745
10090_243963	10116_292884	9606_25888
10090_75547	10116_293024	9606_11214
10090_17219	10116_29685	9606_4175
10090_19713	10116_24716	9606_5979
10090_627626	10116_301271	9606_442213
10090_17216	10116_312538	9606_4171
10090_68497	10116_299197	9606_9870
10090_268510	10116_303693	10116_303693	9606_146664
10090_23984	10090_23984	10090_23984	10090_23984	10090_23984	10116_63885	9606_10846
10090_240354	10116_307366	9606_10892
10090_381112	10116_500608	9606_100271715
10090_269401	10090_269401	10116_311721	9606_57473
10090_16835	10116_300438	9606_3949
10090_27059	10090_27059	10116_295171	10116_295171	9606_152503	9606_152503
10090_102636554	10116_102552195	9606_151254
10090_12835	10116_367313	9606_1293
10090_108151	10116_246262	9606_223117
10090_72205	10090_72205	10116_192360	9606_24139
10090_225028	10090_26412	10116_293694	10116_170920	9606_8491	9606_5871
10090_226090	10116_373544	9606_79956
10090_71240	10116_303497	9606_114881
10090_269587	10090_13822	10116_309557	10116_313052	9606_2035	9606_2037
10090_18033	10090_18034	10116_309452	10116_81736	9606_4790	9606_4791
10090_223455	10116_294862	9606_10299
10090_15234	10116_24446	9606_3082
10090_269941	10116_292999	9606_22856
10090_320632	10116_296126	9606_23020
10090_83556	10090_83556	10116_100363993
10090_21821	10116_305918	9606_8100
10090_17217	10116_29728	9606_4173
10090_101540	10116_292658	9606_25865
10090_18214	10090_12305	10116_685781	10116_25678	9606_4921	9606_780	9606_780
10090_16420	10116_311061	9606_3694
10090_77569	10090_77569	10116_305332	9606_22998	9606_22998
10090_19143	10116_114093	9606_6768
10090_14163	10116_108348117	10116_363460	9606_2245
10090_11429	10116_79250	9606_50
10090_68519	10090_68519	10116_362783	9606_2009
10090_208439	10116_298867	9606_114818	9606_114818
10090_74354	10116_296968	9606_136332
10090_215378	10116_286901	9606_339479
10090_16162	10116_171334	9606_3595
10090_18021	10116_361400	9606_4775
10090_83674	10116_309387	9606_26507
10090_545902	10116_171125	9606_5794
10090_240913	10116_66015	9606_9507
10090_102182	10116_291947	9606_90826
10090_70598	10116_246776	9606_27145
10090_215114	10116_192154	9606_3092
10090_227099	10116_494322	9606_5378	9606_5378
10090_107607	10116_500133	9606_10392
10090_93724	10090_93723	10116_252897	10116_498850	9606_56105	9606_26025
10090_330177	10116_304530	9606_51347
10090_78309	10116_316228	9606_23113
10090_11789	10116_24205	9606_324	9606_324
10090_66887	10116_291922	9606_83752
10090_241944	10116_100359945	10116_100359945
10090_20469	10116_361710	9606_6494
10090_73122	10116_301373	9606_9392
10090_108800	10116_314349	9606_85439
10090_11877	10116_303798	9606_421
10090_18861	10116_288478	9606_222967	9606_728194
10090_19264	10116_24699	9606_5788
10090_209540	10116_100912526	9606_57529
10090_15235	10116_24566	9606_11223	9606_4485
10090_380614	10116_108348166	9606_27152
10090_12552	10116_84407	9606_1009
10090_20349	10116_296789	9606_9723
10090_270685	10116_361472	9606_25902
10090_320207	10116_497931	9606_23533
9606_79725
10090_241296	10116_311846	9606_56262
10090_107448	10116_60629	9606_90249
10090_16881	10116_100911727	10116_81513	9606_3978
10090_382207	10116_299305	9606_9767
10090_268396	10116_303021	9606_285590
10090_208994	10116_315829	9606_222584
10090_75914	10090_75914	10090_107371	10090_107371	10116_50556	10116_500233	9606_23233	9606_54536
10090_278279	10116_299762	9606_160335
10090_20348	10116_296787	9606_10512
9606_81856
10090_58523	10116_307545	9606_55250
10090_22764	10116_367832	9606_7543	9606_7544
10090_18815	10116_85253	9606_5340	9606_4018
10090_226438	10090_102637012	10116_108349764	10116_304823	9606_91156	9606_283284
10090_217344	10116_303690	9606_79651
10090_20133	10116_685579	9606_6240
10090_12723	10090_12724	10116_25688	10116_29232	10116_108348101	9606_1181	9606_1180
10090_16426	10090_16424	10116_50693	10116_306251	9606_3697	9606_3699
10090_15525	10116_266759	9606_3308
10090_12287	10090_12286	10116_257648	10116_25398	9606_774	9606_773
10090_18642	10116_65152	9606_5213
10090_50720	10116_305940	9606_26278
10090_233744	10116_64456	10116_64456	9606_10418
10090_20346	10116_29751	9606_10371
10090_12387	10116_84353	9606_1499
10090_22325	10116_296603	9606_7410
10090_68729	10090_68729	10116_360592	9606_4591
10090_14732	10116_29653	9606_57678
10090_15204	10116_308669	9606_8924
10090_18676	10090_74042	10090_320595	10116_299557	10116_306814	10116_317425	9606_5253	9606_23133
10090_76051	10116_24382
10090_268933	10116_360497	9606_84219
10090_224805	10116_301254	9606_57505
10090_360213	10090_28105	10116_310641	10116_291597	9606_80128	9606_55521
10090_27267	10116_293638	9606_833	9606_833
10090_16536	10090_110862	10116_170848	10116_29682	9606_3786	9606_3785	9606_3785	9606_3785
10090_16421	10116_25713	9606_3695
10090_18140	10090_109113	10116_309331	10116_316129	9606_115426	9606_29128
10090_27392	10090_27392	10116_309051	9606_23556
10090_12282	10116_192235	9606_10525	9606_10525
10090_14055	10116_303547	9606_2145
10090_109674	10116_362015	9606_271
10090_16706	10116_108348076	10116_360573	9606_8844	9606_8844
10090_432572	10090_432572	10116_303208	10116_303208	9606_92521	9606_92521
10090_71782	10116_360829	9606_23141
10090_22625	10116_289001	9606_80122
10090_105203	10116_361269	9606_54906
10090_338355	10116_362528	9606_23307
10090_53310	10116_58948	9606_1741	9606_1741
10090_56454	10116_108348083	10116_361755	9606_5832
10090_55982	10116_311944	9606_22976
10090_14159	10090_14158	10116_361597	10116_301737	9606_2241	9606_2241	9606_2242
10090_269109	10116_363972	9606_57628	9606_57628	9606_57628	9606_57628	9606_57628
10090_207932	10116_304104	9606_9875
10090_232286	10116_114206	9606_7110
10090_211660	10116_362472	9606_79848	9606_79848
10090_212124	10116_499282	9606_54777
10090_68259	10116_295106	9606_57560
10090_20239	10116_288663	9606_6311
10090_19886	10116_25346	9606_6098	9606_6098
10090_269701	10116_304498	9606_144406
10090_338320	10116_100912115	9606_643854	9606_100128553	9606_100142659	9606_441294	9606_340307	9606_4253	9606_4253	9606_64693
10090_76858	10116_499234	9606_338323
10090_52206	10116_305420	9606_29945
10090_54723	10116_288718	9606_24144
10090_63913	10116_63912	9606_116496
10090_27418	10116_83536	9606_4289	9606_4289
10090_192167	10116_116647	9606_22871	9606_22871	9606_22871	9606_57502	9606_22829	9606_22829
10090_227693	10116_311842	9606_10444
10090_245450	10116_309349	9606_84631
10090_22710	10090_22709	10090_381066	10116_103691005	10116_361487	10116_102550851	10116_108348215
10090_224020	10116_64161	9606_5297
10090_16975	10116_362558	9606_7804	9606_7804
10090_230857	10090_110599584	10116_94204	10116_408243	9606_1889	9606_9718	9606_110599583
10090_67302	10116_305955	9606_23091
10090_18711	10116_316457	9606_200576
10090_20588	10116_301020	9606_6599
10090_329324	10116_684293	9606_255928
10090_75646	10116_294804	9606_26064
10090_17777	10116_310900	9606_4547
10090_23794	10116_304135	9606_11096
10090_668212	10116_313928	9606_22979	9606_22979
10090_20353	10116_301346	9606_54910
10090_65114	10116_25479	9606_55737
10090_19262	10116_25167	9606_5786
10090_208718	10116_367307	9606_129563
10090_52357	10116_498630	9606_80014
10090_228366	10090_16795	10116_311202	10116_361368	9606_120071	9606_9215
10090_107895	10116_65271	9606_4249
10090_26965	10116_362356	9606_8454
10090_69582	10116_313667	9606_23207
10090_269713	10116_29264	9606_7461
10090_22241	10090_29869	10116_303206	10116_360827	9606_8408	9606_9706
10090_210293	10116_301556	9606_55619
10090_75560	10116_304569	9606_57634
10090_73230	10116_300455	9606_168667
10090_237890	10090_327978	10090_237886	10090_276950	10090_327978	10090_237887	10116_287569	10116_303378	10116_303377	10116_103689937	9606_342618	9606_146857	9606_91607	9606_162394
10090_245860	10090_213948	10116_499973	10116_363254	9606_79065	9606_285973
10090_244049	10090_244049	10090_78771	10090_78771	10116_308742	10116_309928	9606_79772	9606_79772	9606_55784
10090_228421	10116_362186	9606_81930
10090_20742	10090_20743	10116_29211	10116_305614	9606_6711	9606_6711	9606_6712
10090_101565	10116_361634	9606_9738
10090_101401	10090_223838	10116_312566	10116_315263	9606_56999	9606_80070
10090_244144	10116_308834	9606_57558
10090_74111	10116_304512	9606_9904
10090_20354	10116_306790	9606_10507
10090_100502698	10116_303885	9606_9711
10090_71753	10116_315388	9606_164656
10090_353236	10116_116741	9606_56135
10090_72345	10116_501584	9606_139285
10090_233813	10116_293449	9606_146177	9606_146177
10090_328949	10116_307449	10116_100909795	10116_100912151	9606_4163
10090_50505	10116_304719	10116_103693257	9606_2072	9606_2072
10090_242253	10116_292165	9606_126820
10090_114565	10116_304056	9606_49854
10090_75687	10090_75687	10116_291974	9606_79567
10090_26554	10116_301555	9606_8452
10090_11765	10116_171494	9606_164
10090_80890	10116_361970	9606_23321	9606_23321	9606_23321
10090_71069	10090_216021	10116_306459	10116_294388	9606_56977	9606_219736	9606_219736
10090_242409	10116_313490	9606_51754
10090_13821	10090_13821	10116_59317	9606_2036	9606_2036	9606_2036
10090_19414	10090_114713	10116_25597	10116_29372	9606_5922	9606_22821
10090_209550	10116_100360197	9606_729475
9606_84775
10090_26411	10116_292763	9606_11184	9606_11184
10090_75717	10116_64624	9606_8065
10090_57815	10116_361935	9606_166378
10090_71751	10116_303823	9606_9175	9606_9175
10090_17289	10090_22174	10090_26362	10116_308444	10116_65037	10116_25232	9606_10461	9606_10461	9606_7301	9606_558
10090_268973	10116_298784	9606_58484
10090_56703	10116_313341	9606_84720
10090_225908	10116_293736	9606_745	9606_745
10090_67722	10116_316000
10116_295528	10116_295528	9606_127254
10090_72843	10116_170820	9606_11108
10090_55992	10116_83616	9606_10612
10090_100502846	10116_100910088
10090_211652	10116_303039	9606_23286
10090_78656	10116_291691	9606_10902
10090_93702	10090_93701	10116_680448	10116_102552705	9606_56101	9606_8641
10090_111173	10090_238988	10090_238988	10116_266806	10116_259269	9606_26059	9606_26059	9606_26059	9606_23085	9606_23085	9606_23085
10090_93715	10090_93712	10090_93713	10116_252894	10116_291635	10116_291637	9606_56111	9606_56109	9606_56110	9606_56108
10090_74015	10090_218503	10116_309129	10116_290639	9606_115548	9606_23149
10090_230837	10116_684122	9606_55616
9606_7581	9606_7581	9606_7582
10090_20464	10116_309888	9606_6492
10090_75788	10090_66313	10116_303614	10116_690516	9606_57154	9606_64750
10090_107239	10090_107239	10116_309150	9606_57571
10090_74157	10116_309656	9606_23070
10090_14042	10116_299907	9606_2131
10090_433702	10116_298075	9606_4686	9606_4686
10090_209047	10116_500789	9606_126326
10090_22063	10090_22063	10116_89821	9606_7220
10090_380753	10090_380753	10090_246103	10116_362726	10116_361015	9606_6314	9606_222255
10090_245446	10116_302473	9606_139065
10090_17215	10116_316273	9606_4172
10090_212124
10090_225049	10116_362696	9606_57217
10090_193452	10116_306966	9606_7738
10090_54650	10090_54650	10116_58967	9606_51460
10090_170740	10116_303212	9606_57336
10090_71720	10116_362360	9606_26031
10090_434377	10090_22688	10116_100359967	10116_367033	9606_197320
10090_272636	10116_363120	9606_83850
10090_18952	10116_287606	9606_284083
10090_100604	10116_289443	9606_84230
10090_69047	10116_171496	10116_171496	9606_9914
10090_212139	10116_288908	9606_54862
10090_18641	10116_25741	9606_5211
10090_212880	10116_245957	9606_9879
10090_12565	10090_215654	10090_320873	10090_12563	10116_301887	10116_25409	10116_29181	10116_29163	9606_1007	9606_1010	9606_1004	9606_1008
10090_214585	10116_311372	9606_80208
10090_635702	10116_499583	9606_254827	9606_254827	9606_254827
10090_75172	10116_499980	9606_57639
10090_170826	10116_291567	9606_133522	9606_133522
10090_12978	10116_307403	9606_1436
10090_110095	10116_64035	9606_5836
10090_240843	10116_286895	9606_57795	9606_57795
10090_208171	10116_288118	9606_344805
10090_11622	10116_25690	9606_196
10090_170472	10116_287834	9606_9400	9606_9400
10090_54189	10090_54189	10116_54190	9606_9135
10090_98910	10116_291309	9606_9712
10090_217893	10090_107975	10090_217893	10116_171444	10116_691631	9606_55690	9606_23241
10090_18675	10116_25512	9606_5251
10090_12014	10090_12014	10116_313125	9606_60468	9606_60468
10090_77574	10090_232748	10116_100912416	10116_680422	10116_100912372	10116_362353	9606_285966	9606_9747	9606_9747	9606_285966
10090_13690	10116_361628	10116_501116	9606_1982
10090_13385	10090_13385	10116_29495	10116_29495	9606_1742
10090_13728	10116_60328	9606_2011	9606_2011	9606_2011
10090_213819	10116_678772	9606_64921
10090_319991	10116_171291	9606_221458	9606_221458
10090_65020	10090_170936	10116_308362	9606_10782
10090_14266	10116_293922	9606_2334
10090_269523	10116_116643	9606_7415
10090_106042	10116_315259	9606_144165
10090_13871	10116_308415	9606_2068
10090_226252	10116_361774	9606_57700
10090_22138	10116_84015	9606_7273
10090_94184	10116_304721	10116_108348184	9606_23042	9606_23042	9606_102724985	9606_23042	9606_23042
10090_13482	10116_25253	9606_1803
10090_21929	10116_683206	9606_7128
10090_13483	10090_13483	10090_13483	10116_29272	9606_1804	9606_1804	9606_1804	9606_1804
10090_382034	10090_382034	10090_382034	10090_382034	10116_307913	10116_307913	9606_23199	9606_23199
10090_74376	10116_304551	9606_84700
9606_284459
10090_233824	10116_293456	9606_91949
10090_320910	10116_362800	9606_3696
10090_110521	10116_117140	9606_3096
10090_77300	10116_363239	9606_65059
10090_240726	10116_312907	9606_81796	9606_81796
10090_77352	10116_501861	9606_126859
10090_217653	10116_689296	9606_55320
10090_26918	10116_365363	9606_10595
10090_14184	10116_84489	9606_2261
10090_381489	10116_295144	9606_59350
10090_77591	10116_300710	9606_1662
10090_238123	10090_238123	10116_314030	9606_10466
10090_13819	10116_29452	9606_2034
10090_16427	10116_54404	9606_3700
10090_94219	10116_294014	9606_54805
10090_71865	10116_308283	9606_84085
10090_668880	10090_668880	10116_691920	9606_57519	9606_57519
10090_50765	10116_288562	9606_7036
10090_360216	10116_100360606	9606_54764
10090_26372	10116_295586	9606_1185
10090_268566	10090_268566	10116_64845	9606_10243	9606_10243
9606_147923
10090_20846	10090_20849	10090_20847	10090_20848	10116_288774	10116_367264	10116_25124	10116_25125	9606_6772	9606_6775	9606_6773	9606_6774
10090_13599	10116_60417	9606_9427
10090_114873	10090_13508	10090_13508	10116_315615	10116_171119	9606_57453	9606_1826
10090_14089	10116_192203	9606_2191
10090_56421	10116_60416	9606_5214
10090_27355	10116_294508	9606_27143
10090_231841	10116_498150	9606_221927
10090_75751	10116_290228	9606_79711
10090_240215	10116_266612	9606_83697
10090_320865	10116_310174	9606_1016
10090_78618	10116_619382	9606_23527
10090_19072	10116_83471	9606_5550
10090_226356	10116_313149	9606_200373
10090_83558	10116_501588	9606_56159
10090_100042856	10090_434223	10090_74558	10116_499229	10116_293347
