human	mouse
166378	57815
27034	66948
92162	67020
7813	14020
283209	70974
342510	217306
3000	14919
149345	77552
146691	216810
54956	214424
8315	72399
55228	71691
152273	232237
222	67689
222	621603
222	73458
5255	110094
347475	434778
6527	64452
6527	64454
105369230	14969
105369230	381091
105369230	381091
83639	56746
1184	12728
3990	15450
26998	59083
9693	76089
1130	17101
283383	243277
55752	52398
55752	52398
55752	56526
55752	56526
285220	13840
3164	15370
3164	15370
286207	227736
221468	71138
287	109676
287	109676
287	109676
1121	12662
26059	111173
26059	111173
26059	111173
26059	238988
26059	238988
26059	238988
26059	238988
26059	238988
26059	238988
27328	245578
55336	50788
51181	67880
145376	210762
375190	74855
6948	21452
27044	56463
55632	217558
54872	433931
23085	111173
23085	111173
23085	111173
23085	238988
23085	238988
23085	238988
23085	238988
23085	238988
23085	238988
390093	258719
164118	214191
79632	75906
192666	75706
29102	14000
390038	258358
10881	11470
351	11820
23392	230249
22883	65945
56963	244058
340719	332397
166815	68140
9040	22192
2923	14827
137964	102247
653140	74855
57495	319807
83259	245578
113791	216505
2172	16204
55200	213522
7345	22223
23348	105445
50937	57810
79705	233328
341346	69371
6536	14664
55799	319734
55799	319734
28952	54638
375387	224109
6156	433003
6156	625281
127687	68920
57182	99696
51239	109346
64084	65945
790	69719
5128	237459
203522	236790
55596	70650
92140	67154
5256	18679
9832	76217
8237	236733
50700	235033
27032	235574
27032	235574
79864	70989
50807	13196
9099	53376
1259	12788
4179	17221
4647	17921
124975	71522
22807	22779
25823	26945
57336	170740
7091	21888
84144	214804
79698	320158
79698	320158
9053	17761
9053	17761
84681	68917
148581	381534
9497	218756
8621	69562
7813	213027
57583	77106
124773	73634
284451	382384
55704	108686
5255	18679
23359	70638
78990	68149
80224	76826
114818	208439
199	108897
199	11629
8419	107993
54496	214572
1302	12815
7871	83997
8218	67300
7976	14365
23367	73158
525	110935
5818	58235
57161	93834
57161	93834
57161	67245
122786	319710
153090	69601
130888	66153
10010	21353
84101	327799
26664	258858
26664	258305
23383	74549
27112	620592
2035	13822
6643	67804
6643	67804
113277	217203
8161	12812
359710	378700
339302	225644
55534	433586
147	11548
3746	16504
340371	223649
219736	216021
219736	216021
3985	16886
83696	76510
83696	76510
83696	76510
83696	76510
83696	76510
83696	76510
83696	76510
83696	76510
83696	76510
945	233274
9535	63985
504191	258562
504191	258757
504191	258561
504191	257915
9096	76365
1120	12651
2328	14262
2328	226565
6870	21338
23452	26360
83998	67709
391191	258064
391191	216783
391191	258494
391191	258493
220064	72284
221184	234577
3441	15965
3441	230396
3441	15969
3441	15968
3441	242517
3441	15970
3441	15964
3441	15972
3441	15967
3441	15962
3441	15974
3441	230398
3441	404549
3441	242519
83930	76205
2914	268934
2914	268934
2914	14823
2914	108073
54947	270084
92291	381122
1394	12921
112885	271305
64499	17229
261729	74051
158830	245536
133121	320981
101928108	102637705
101928108	102637705
54861	20623
54861	20623
593	12039
100288801	100043811
100288801	621499
100288801	668743
100288801	622052
100288801	668742
100288801	100043814
100288801	668736
51442	170828
114294	80907
283078	210719
390439	257884
390439	258233
390439	258661
390439	258422
4116	66441
4116	17149
10522	54006
389	11853
389	11848
221960	231874
390010	672284
390010	20231
1811	13487
84709	67749
55299	67832
93979	74649
93979	109697
3065	433759
58512	242667
6877	226182
54502	245945
79866	77744
55274	72057
10987	26754
3620	15930
90417	51944
79022	380967
168620	17341
350	11818
5739	19222
10286	68183
30	235674
30	113868
57162	93834
57162	93834
57162	67245
63982	228432
63982	228432
118460	72544
3447	15965
3447	230396
3447	15969
3447	15968
3447	242517
3447	15970
3447	15964
3447	15972
3447	15967
3447	15962
3447	15974
3447	230398
3447	404549
3447	242519
6009	19744
84166	434341
6369	56221
10592	14211
157	110355
157	110355
157	320129
157	320129
7007	21683
54885	245638
4069	17110
4069	17105
4069	77397
6529	232333
53829	74191
389206	666938
2987	14923
4324	17388
79930	27261
338657	382073
338657	382073
1643	107986
51806	494124
51806	80796
114786	497097
114786	497097
100049587	233186
81551	56471
3251	15452
29943	18599
255411	73863
130733	68027
6498	20482
100652824	381260
5052	21672
5052	18477
92703	57439
92797	117599
343172	257917
343172	258531
55763	69940
6688	20375
51497	57314
25984	94179
5429	80905
1366	53624
9736	17847
25961	67725
7779	22782
3451	15965
3451	230396
3451	15969
3451	15968
3451	242517
3451	15970
3451	15964
3451	15972
3451	15967
3451	15962
3451	15974
3451	230398
3451	404549
3451	242519
50506	99439
26286	66251
64216	15278
3489	16012
57102	28040
121601	228432
121601	228432
1730	54004
143872	71544
56105	93723
84547	319207
9230	19326
23109	13199
4739	18003
79695	230145
1235	12458
5867	19341
23430	17229
391475	241073
51439	97863
10474	101206
6658	20675
653659	57439
728689	56347
129303	232086
401409	19331
11170	268709
5649	19699
5650	23993
84938	242557
4915	18212
766	12354
2922	225642
29880	66248
131408	78408
9630	14682
9630	14672
127064	257917
127064	258531
3446	15965
3446	230396
3446	15969
3446	15968
3446	242517
3446	15970
3446	15964
3446	15972
3446	15967
3446	15962
3446	15974
3446	230398
3446	404549
3446	242519
64787	98845
339779	76627
8663	56347
3757	16511
255252	66606
55435	211556
56123	93887
84619	229007
196394	232566
3452	15965
3452	230396
3452	15969
3452	15968
3452	242517
3452	15970
3452	15964
3452	15972
3452	15967
3452	15962
3452	15974
3452	230398
3452	404549
3452	242519
100533467	22592
3547	209268
151050	68691
151050	68691
151050	68691
392133	546896
6925	21413
23753	64136
80346	72549
147841	67629
54894	207742
54894	207742
4093	55994
89958	72080
64147	16578
55722	74470
201725	75939
149175	215090
2917	268934
2917	268934
2917	268934
2917	268934
2917	14823
2917	14823
2917	108073
2917	108073
2072	50505
2072	50505
347862	213350
5651	19146
51160	66914
10846	23984
10846	23984
401612	67062
2533	23880
2533	23880
157697	234086
83862	215210
5136	18575
5136	18573
256949	80880
256949	80880
339451	231003
8778	233186
162515	216867
388591	433809
22893	228536
23640	66245
124540	76626
124540	76626
124540	17690
10841	14317
10841	14317
22990	54604
22990	54604
79679	242122
4035	16971
123041	238384
113802	66715
54799	103537
2170	14077
89970	67610
206358	246049
206358	215335
128859	228796
1995	15571
3444	15965
3444	230396
3444	15969
3444	15968
3444	242517
3444	15970
3444	15964
3444	15972
3444	15967
3444	15962
3444	15974
3444	230398
3444	404549
3444	242519
220213	71198
51174	56427
4045	268890
4045	330908
4045	330908
113177	71564
4978	268890
4978	330908
4978	330908
79895	241633
79895	241633
64116	67547
2037	13822
6344	319229
6344	319229
113452	66260
149483	622665
6276	20199
6580	20517
6580	20518
100526794	105014
1213	67300
23421	67733
79691	106248
84330	328801
1795	208869
1795	208869
79596	72486
54620	233902
92749	381738
3448	15965
3448	230396
3448	15969
3448	15968
3448	242517
3448	15970
3448	15964
3448	15972
3448	15967
3448	15962
3448	15974
3448	230398
3448	404549
3448	242519
3735	85305
9489	74451
6322	195726
401285	21461
401285	21462
2764	63985
159296	18091
159296	18089
3685	16410
93145	244723
9071	58187
9071	58187
9071	58187
9071	58187
3442	15965
3442	230396
3442	15969
3442	15968
3442	242517
3442	15970
3442	15964
3442	15972
3442	15967
3442	15962
3442	15974
3442	230398
3442	404549
3442	242519
3440	15965
3440	230396
3440	15969
3440	15968
3440	242517
3440	15970
3440	15964
3440	15972
3440	15967
3440	15962
3440	15974
3440	230398
3440	404549
3440	242519
3149	15354
8567	228355
225689	332110
199	11629
1302	12815
57554	242274
115111	208890
375449	328329
65125	232341
5905	19387
2224	110196
2035	269587
2176	14088
2176	14088
3746	16502
9535	63986
11099	24000
3229	15422
23328	70097
23328	70097
23328	70097
54947	70902
8131	17168
138199	67383
100288801	621487
100288801	668739
100288801	621364
100288801	100043809
348158	233799
390439	258663
390439	219019
390439	258662
151195	227210
8602	75416
6718	208665
90411	193813
1613	13144
63982	320091
63982	320091
7352	22229
271	109674
64881	219257
100652824	381260
23551	75141
23143	380916
283643	104732
123876	233799
50506	214593
121601	320091
121601	320091
389320	67343
9630	14675
135946	259067
90249	107448
695	12229
64344	53417
4046	16985
88	11472
84733	12416
10846	23984
10846	23984
10846	23984
124540	76626
124540	17690
10075	59026
23400	74772
4045	320840
4978	320840
6249	56430
2037	269587
55827	74106
7494	22433
23421	67733
283927	67528
401285	100041352
2764	63986
6502	27401
6502	27401
54963	68556
81	60595
81	109711
81575	381823
130271	213556
130271	213556
51271	67123
64778	72007
4012	240028
3720	16468
642987	381107
642987	381107
27010	29807
10082	23888
10082	14735
84319	66497
25998	108837
8396	18718
8396	108083
23514	224008
10890	19325
54839	102747
80217	100048534
162239	22640
79844	71164
79844	70796
23175	14245
23175	14245
357	110380
79783	192136
7869	20347
9955	54710
9955	15478
10718	18183
10718	18183
23078	219189
23078	219189
2689	14599
55959	72043
90324	52132
56925	17035
402160	100862066
10174	20410
30837	192157
30837	192157
245910	246083
503614	246083
1510	13034
5989	19724
25884	69121
3655	16403
3655	16403
6905	70430
8226	67365
90416	269336
7133	21938
149281	66617
149281	66617
149281	240879
149281	240879
196074	76894
196074	76894
196074	76894
6650	50817
6650	50817
64798	97998
64798	97998
60682	98366
60682	98366
100507650	102632837
81846	77980
81846	77980
81846	319934
81846	319934
196951	75823
196951	75823
196951	75823
26266	243755
26266	243755
54851	56503
2115	14009
2530	53618
2530	53618
1272	12805
5613	19108
9837	69270
92344	98376
474382	100039319
474382	100042840
474382	624153
474382	68231
474382	100042931
474382	333452
474382	236663
474382	385328
474382	76383
9406	53861
4258	211666
4258	211666
29904	13631
29904	13631
29904	13631
29904	13631
83733	71803
83733	71803
83733	71803
8897	74302
8897	74302
64429	66980
22936	192657
5471	231327
2662	14560
4973	108078
10001	69792
55363	93966
126820	242253
84889	11989
3588	16155
606495	230582
10564	211673
10564	99371
4898	230598
4898	230598
100861412	100503583
83591	66816
8844	16706
8844	16706
53340	20686
50848	16456
92370	235534
51147	66262
51147	28019
256130	217951
256130	217951
6795	20871
6795	20877
84142	70681
22809	107503
967	12512
317	11783
6309	235293
64170	332579
10906	231712
11230	54637
116512	211578
2864	233081
5870	19346
6253	20167
3654	16179
9906	320541
340075	545260
2828	319197
58529	59011
388112	71950
728661	320541
4856	18133
4856	14219
5877	98710
130075	258381
130075	258380
130075	258569
100190949	67430
81609	76742
81609	76742
55906	245522
27229	51885
341405	208258
9903	242785
7058	21826
6510	20514
338596	241230
5988	192658
64342	58240
64342	58240
1820	13496
155465	23795
155465	403205
5481	67738
25939	56045
6792	382253
9242	17681
139562	72201
139562	408193
23220	207521
64976	18100
1392	12918
64710	98415
341152	259066
341152	258353
57819	27756
84668	84652
167410	66643
1743	78920
162517	628100
84109	243407
84109	229214
100131378	68243
79923	71950
25874	70456
22828	106583
200895	13361
55471	73694
84206	108797
4513	17709
29844	69714
80341	66557
120526	99349
10686	114141
22796	76332
3707	320404
3707	320404
404093	103841
814	12326
64795	68477
55220	213417
4747	18039
92369	211949
57459	229542
57459	229542
255027	93734
255027	93734
3784	16535
10755	67903
30812	20682
30812	20681
7482	22414
78991	240334
56107	93716
56107	93717
56107	93722
8624	56088
10970	216197
2743	14658
2913	108069
6615	20613
9685	216705
6670	20687
10021	330953
285601	238725
11059	107568
51339	59036
163479	320181
51110	212442
9708	93716
9708	93717
9708	93722
246330	240518
10391	235431
4211	17268
63977	114604
389257	432779
9892	20616
23493	15214
51202	234374
51202	67755
84896	67979
84078	432879
84078	211255
134145	68073
5139	54611
5139	54611
150864	72750
148327	78284
56832	387510
51071	232449
60686	74359
4982	18383
10265	54352
219541	381379
283248	104383
56658	79263
56658	79263
64924	69048
11080	67035
9920	74901
9920	74901
3855	110310
55971	66898
116236	67477
81624	56419
81624	56419
51023	68735
221476	74116
2189	60534
8879	20397
2589	14423
2589	14423
2589	271786
29982	641340
79073	68539
4725	595136
157724	74087
401665	258357
8677	58244
8677	58244
389541	66096
9986	19671
391112	546747
64130	22342
201232	69309
27043	75273
174	11576
54555	234374
54555	67755
4710	68194
4710	100041273
5612	72981
50485	54380
390874	246086
150	11551
79735	233204
339123	72106
10616	24105
112616	102545
84707	19716
84707	12069
8646	12667
2905	14813
3823	58179
3823	16641
3823	16642
57149	73919
84913	71093
9478	29867
3516	19664
3516	19664
11214	75547
201299	66599
131118	100503724
1816	13492
55628	240476
55628	240476
125958	257898
125958	258336
125958	258822
1534	13056
3872	16667
3872	68239
23704	57814
339	11810
56112	93711
57709	241919
55800	235281
2706	14619
56675	78593
7077	21858
65078	65079
5464	67895
90353	233189
64768	75678
84084	19346
9528	56374
115509	71131
201456	50764
201456	50764
3081	15233
84333	76073
10551	23795
10551	403205
8516	241226
56134	353236
56134	353237
768	230099
4329	104776
344905	268878
51633	72201
51633	408193
389690	268816
4793	18036
50831	574417
84618	230718
26279	18782
53947	239559
146456	66269
3747	268345
55859	19716
55859	12069
57569	244867
26140	101100
26224	50789
79922	217038
54769	68203
29099	76501
84631	245450
163702	242700
497190	353287
79906	76866
79906	76866
55845	101314
5716	53380
55211	73693
55211	73703
1031	12580
55013	66815
1443	14599
2688	14599
347051	241877
347051	214601
196294	66541
29914	71707
55813	216987
56135	353236
56135	353237
55196	67246
55196	67246
441639	258672
112970	100087
220359	332359
8975	72607
55290	66653
53836	84111
84954	68047
2239	23888
2239	14735
6903	72726
132014	57890
285671	71816
25822	56323
28966	69226
7267	22129
7267	22129
16	234734
54793	105440
29095	66844
474381	100039319
474381	100042840
474381	624153
474381	68231
474381	100042931
474381	333452
474381	236663
474381	385328
474381	76383
2644	320415
27302	12154
148170	58804
1745	13390
8202	17979
1655	13207
169714	227638
6157	26451
10660	16814
84752	97440
644096	68332
1103	12647
50804	17876
109	104111
23371	209039
92745	209837
200373	226356
348174	353287
64651	215418
83719	66090
93099	73712
64092	67742
8554	56469
285203	101351
59349	240756
114805	14423
114805	14423
114805	271786
54059	216119
883	70266
283518	328424
25782	98732
364	11832
646627	70163
10020	50798
10445	51812
129804	70370
54823	66875
4773	18019
5270	20720
54796	242509
80011	102122
145282	73490
5163	228026
6714	20779
9942	102448
343521	242646
56850	54645
9721	432839
2596	14432
54939	66199
55268	52430
9112	116870
9112	116870
25914	246102
340205	71326
3780	84036
3780	84036
5833	68671
9212	20871
9212	20877
39	224530
39	110460
4628	77579
54545	268783
8896	231889
401124	100322896
51026	66964
54973	71957
9921	50849
10235	19395
10468	14313
162333	632687
4335	17428
7419	22335
91662	378425
22891	216049
203547	67048
6897	272396
6897	110960
26298	13661
340069	225497
8273	241877
8273	214601
9516	56722
56938	272322
56938	272322
641649	320208
1475	100034684
1475	20863
1475	20862
1475	209294
1475	20861
1475	639105
1475	268885
1475	433016
1475	408196
1475	209324
1475	76770
1475	100038854
112267859	11832
140856	66328
84159	71371
84085	71865
100130958	668110
79029	214616
200845	71393
4826	18111
3822	58179
3822	16641
3822	16642
1523	13047
221806	232585
5099	54216
10524	81601
6399	66226
6399	66050
6399	100044633
4828	68039
55173	64657
57211	215798
29015	58207
51626	213575
64061	52808
57732	231125
60385	22116
4548	238505
4548	238505
7355	22232
84289	66262
84289	28019
10739	192658
2784	14695
8086	223921
22898	105841
8808	107527
9694	66736
26519	30059
219578	207618
55218	97827
199221	72507
2218	246179
339366	66548
3614	23917
3815	16590
6223	20085
79415	217370
11052	432508
284338	623131
5498	19044
55233	232157
6491	20460
100509620	11832
10011	24068
55076	56277
9669	226982
79165	69757
3851	16682
84885	66220
10512	20348
54764	360216
55818	104263
128869	228812
653082	71164
653082	70796
220382	58238
6795	637541
284723	384071
89944	244757
7248	64930
84066	73435
5970	19697
207063	236082
9695	192193
5139	54611
5139	54611
57125	72324
23299	76895
3823	58179
3516	19664
3516	19664
55298	75212
6932	21414
9212	637541
26298	13661
144406	269701
3822	58179
79176	68431
253012	101202
6873	319944
401944	435811
100996517	20333
164714	239591
3191	15388
6558	20496
57565	225266
653567	625286
346689	74253
60592	56367
79660	244416
23194	448987
57685	320508
9782	17184
3752	56543
3752	16508
284217	16772
340706	240675
8382	75533
23598	56218
9369	18191
9369	18191
727936	232313
79977	252973
79977	195733
2771	14677
2771	14678
1936	66656
100129583	70864
100129583	384198
132864	231207
132864	231207
23081	76804
23081	76804
98	75572
98	75572
9389	382113
11011	24086
11011	24086
54464	24127
9462	226525
3601	16169
55870	192195
26280	60367
26280	331461
9312	98741
84812	18802
56172	11732
9362	12891
91833	69641
91833	70948
9202	67785
9202	67785
136853	109267
57461	57905
256435	20447
256435	20447
256435	20447
256435	20447
256435	20447
256435	20447
10509	20352
80149	230738
80149	230738
64403	239096
29984	11854
5536	19060
9236	72278
9788	211401
9788	244654
80144	231470
8761	230721
9586	231991
9586	231991
9586	231991
9586	231991
9586	231991
9586	231991
9859	545389
9859	545389
134548	237761
23037	68070
23037	68070
337876	78923
337876	78923
79135	68316
84340	320806
5540	19065
7253	22095
7253	22095
84230	100604
57519	668880
57519	668880
29895	17907
7866	15983
2352	14276
442117	270049
442117	270049
442117	270049
442117	171212
442117	171212
442117	171212
2701	14612
4715	66218
51204	70207
7167	21991
140893	271887
8404	13602
286183	67149
286183	67149
286183	67149
286183	67149
286183	432450
286183	432450
286183	269513
286183	269513
151313	68126
9710	233103
3775	16525
3775	16525
79577	214498
10746	26405
4320	17385
222068	103694
149563	277744
214	11658
79803	20170
5705	19184
5705	19184
6943	21412
112752	76411
9557	68058
54665	229675
54665	229675
91543	58185
3375	15874
3672	109700
3726	16477
115353	77809
344018	26910
8568	18114
26033	226255
6154	19941
55339	74320
92591	217217
59307	24058
5516	19052
5516	19053
9988	23857
54112	64378
50832	57253
113878	74198
113878	74198
23546	58867
4998	18392
6469	20423
7849	18510
29123	77087
57332	30951
4245	17308
136	11541
110599563	433099
110599563	433099
79781	74918
649	12153
10644	319765
4288	17345
6443	24051
25895	100504608
10549	53381
23557	20615
7461	269713
29915	67933
3175	15379
100129669	69314
285800	320111
22806	22780
5075	18503
347411	55951
347411	55951
84262	66506
60386	67283
6717	109552
6717	109552
653519	67549
10964	99899
130749	102637534
9717	665119
157285	244418
157285	244418
7918	81845
7918	81845
347731	216028
4696	66091
4696	66091
54842	98682
440603	229672
440603	229672
11141	60367
11141	60367
11141	331461
11141	331461
6569	20505
9907	231855
150726	330369
80318	56278
121129	544748
121129	258315
200931	106407
51195	268480
5872	68328
4040	16974
9275	12054
140689	228942
27042	215193
4247	217664
220136	74453
116443	242443
116443	242443
29107	56488
7572	59057
8690	77532
143471	73677
143471	26444
79692	218100
8076	50530
277	109959
277	100043684
277	100043688
277	11722
277	100043686
11068	56368
57122	103468
144165	106042
643136	70579
6119	68240
55737	65114
590	12038
28513	227485
27164	20689
6741	20823
388381	72215
27349	223722
5733	19218
5733	19218
6697	20751
80209	212127
29071	59048
124857	278507
22820	54160
22820	54161
166348	74589
1982	13690
23092	71302
23092	71302
4780	18024
279	109959
279	100043684
279	100043688
279	11722
279	100043686
130916	69821
274	30948
360203	14594
360203	75859
360203	71103
5058	18479
492	320707
3991	16890
683	12182
163590	240832
3560	16185
5413	18951
22915	70945
5090	18516
5090	18516
5090	18514
5090	18514
3589	16156
7348	22268
121006	72277
5515	19052
5515	19053
8643	19207
27159	81600
27159	229687
151531	76654
151531	76654
118738	382867
55276	66681
2643	14528
340900	105243673
55848	67759
92305	68366
10098	74257
10098	56224
1855	13544
1855	13542
286827	66949
50717	98193
24148	68879
10488	12913
54	11433
635	12116
139886	270624
29928	56322
345643	622408
64919	14025
23158	71310
339291	240131
195977	239029
9476	16541
1479	228410
167826	94222
1030	12579
348938	214112
7486	22427
646817	56086
56992	209737
56992	209737
56992	209737
56992	209737
59271	70967
59271	70967
390538	258658
94081	14057
79693	230734
481	11931
79003	67139
79639	68777
10252	24063
85437	67197
80222	71807
10652	56418
84684	56856
130074	214469
533	114143
7791	22793
7791	22793
9741	17775
149699	68236
149699	223927
10992	319322
8789	14120
8789	14121
51773	233532
5617	19109
645369	622645
55096	105243673
89886	98365
221264	633979
55367	57913
284697	100503185
29122	235631
4302	246198
388730	74626
4353	17523
131540	245308
3843	70572
23034	74480
23034	74480
23034	74480
23034	74480
2668	14573
3371	21923
5901	19384
5901	75471
5901	19428
112942	216618
11346	104027
10008	57442
1434	110750
25907	72309
23354	71909
140628	14464
8747	56622
58538	227157
10787	50884
54103	212167
10533	74244
3708	16438
84572	214505
92154	211401
92154	244654
4908	18205
10397	17988
2796	14714
283455	333050
283455	333050
6418	56086
124045	320869
27248	66753
55636	320790
113451	242669
27343	56626
2830	140741
79184	368203
79184	210766
148870	381580
9352	53382
151258	320106
85439	108800
81031	170441
10060	20928
23542	60597
27074	239739
6790	20878
79846	207686
5629	19130
23275	80294
246778	246779
54957	234723
2030	63959
23527	78618
90529	78806
3430	70110
154881	212919
390081	384703
390081	100041187
390081	258755
390081	258355
390081	259099
390081	258753
390081	259073
79570	67149
79570	67149
79570	432450
79570	269513
51660	55951
51660	55951
3508	20589
2811	14723
29890	109095
11188	64652
3396	68572
55553	20679
9048	11876
126626	213054
287015	78911
9063	17344
9620	53883
9620	12614
200010	230612
4308	17364
4308	17364
22953	231602
26262	74257
26262	56224
7812	229663
4940	246727
4940	246728
122481	78801
1727	109754
55243	170643
55243	67703
161253	140743
79034	231868
54959	69592
55509	381319
51380	246277
84665	68802
343450	240776
79007	72185
5869	19344
11000	26568
200035	78373
2203	14120
2203	14121
10311	13185
10092	74192
10092	67771
3835	110033
51011	68126
1857	13544
1857	13542
25799	243834
10019	16923
27330	67071
27330	67071
5871	26412
55279	72020
55279	72020
378925	71300
348	11816
84975	106073
646262	242707
92521	432572
92521	432572
92521	432572
92521	432572
728441	14598
390082	384703
390082	100041187
390082	258755
390082	258355
390082	259099
390082	258753
390082	259073
80312	52463
80144	231470
104	110532
57519	668880
57519	668880
25894	102075
442117	171212
442117	171212
442117	171212
624	12062
347411	245347
347411	667103
10964	15061
147111	77583
2990	110006
277	545562
23092	71302
279	545562
4650	17925
27159	229688
151531	76654
151531	76654
64919	58208
79587	71941
83854	70726
10126	54152
27248	66753
6604	66993
51660	245347
51660	667103
51571	223601
10197	19192
55243	67703
51230	228829
51230	228829
79731	244141
79799	72094
7099	21898
2048	270190
2048	13844
22906	67095
154091	353169
83648	219148
494470	225743
9390	102570
50515	58250
9132	60613
55003	68083
9828	207212
57688	67263
9656	240087
83894	73301
26051	228852
22986	66673
11269	234733
11269	13680
55304	228677
57631	210297
2011	13728
2011	13728
408050	211548
2585	69976
2585	69976
2762	218138
2762	218138
11221	63953
2778	14683
4299	17355
4299	17355
9659	83679
9659	83679
256714	78283
79096	228356
150350	383075
374868	50771
374868	50771
54838	226178
79949	226245
51451	30949
9633	17771
23303	16554
23303	16554
8459	22022
6001	67865
100526771	408059
55291	52036
6838	20935
26205	229004
427	11886
427	11886
25891	210622
322	11785
1635	320685
2047	270190
2047	270190
2047	13844
2047	13844
4784	18032
4784	18032
107985798	231051
55164	72171
55164	72171
64386	240047
64386	240047
83450	74665
83450	74665
419	109979
54900	240754
390594	74492
2691	14601
159686	381229
146225	73381
146225	75502
51650	14548
2969	14886
5732	19217
5294	30955
23641	434784
56142	12937
56142	103611158
127579	329702
55222	216011
4645	17919
6750	20604
5793	19270
5793	19270
102724657	433719
102724657	667780
102724657	545637
102724657	193286
102724657	432860
102724657	622699
102724657	623272
63976	70673
63976	70673
22870	243819
23155	229725
900	12450
463	80892
463	11906
2002	13712
338675	258573
94030	272381
53615	17192
3551	16150
119180	67328
5355	18824
1068	26369
64318	57753
26234	242960
4824	18095
6375	16963
22894	72662
5681	244631
10848	333654
54541	74747
57521	74370
54623	54624
8708	26877
80216	71481
9929	100043771
23576	69219
642968	109349
6571	214084
23536	30947
4157	17199
102724594	233073
102724594	108121
55188	237422
2697	14609
377	11840
377	11841
377	11842
1776	13421
55343	228368
51095	70047
146849	276920
3459	15979
51611	69740
408263	320116
377007	70788
7841	57377
284119	19285
340533	245555
84522	67767
6879	74469
7764	228913
85458	330938
54551	27385
23420	211548
5134	18567
51691	76522
51246	66940
6846	16963
387733	73835
3146	100862258
3146	15289
7200	22044
367	11835
57595	245469
93621	67568
3667	16367
5325	22634
246	11687
246	11687
246	11685
246	11685
6478	20439
4907	23959
219417	18352
219417	259013
128153	74717
8092	216285
147685	73090
11181	58866
6427	20382
57679	74018
4016	16949
5816	19293
8613	67916
6237	20130
56252	56531
338662	258854
25847	69010
79768	72425
644070	544792
136895	70821
3612	55980
221074	277468
145581	238205
55065	52710
153339	66074
115752	213550
11247	104080
3592	16159
84691	330277
29086	68251
6364	20297
11334	80385
203111	239368
2077	13875
9836	329504
81300	258919
81300	258203
51081	50529
100130519	434325
55623	233802
8895	70568
2872	17347
7784	22788
284273	225791
64771	224647
6301	20226
9183	26951
2992	27357
338557	107221
100505741	70951
199720	243897
27076	72434
3212	103889
1603	13135
9203	56364
653361	17969
131566	73379
57084	140919
523	11964
6514	20526
51566	71703
8893	224045
27341	74778
245909	246082
245909	360211
1106	244059
1414	12960
55699	381314
503841	246082
503841	360211
139189	331374
1548	13087
1548	13086
6094	19881
256076	665033
5447	18984
23518	226412
282973	74004
957	12499
25813	68653
26038	269610
4738	18002
4539	17720
261726	226591
375287	71684
23625	17826
55157	226539
646480	21884
51601	623661
83700	83964
151651	211482
59352	329252
59352	329252
8805	21848
55610	73288
7038	21819
390321	258934
390321	258542
4625	140781
326340	317755
326340	545824
388533	64661
140902	100043899
140902	100043899
80124	70675
4520	17764
150737	78802
150737	620631
150737	72421
100423062	16136
126767	230883
7782	22785
4641	17913
8884	330064
7326	67128
55183	51869
223	56752
3237	15431
51083	14419
51073	66163
29911	170833
123904	234700
11236	75841
11244	22770
27097	102162
256302	24083
83443	66125
222643	76589
51052	623503
55789	218581
55789	218581
55635	76131
84674	239319
83606	68778
345275	243168
6462	20415
28972	69019
347404	236285
504190	18352
504190	259013
196264	319742
9177	57014
26000	68449
26000	103724
84687	217124
196513	319618
7571	234725
79065	245860
64863	76781
100287718	100043332
7739	22673
7739	22673
140706	228788
2620	14453
65268	75607
50649	226970
90362	242297
10106	52468
10005	170789
3678	16402
9172	17930
157769	210998
201161	73139
201191	217125
55101	66349
5888	19361
10463	109108
57047	22038
203286	75691
23207	69582
8910	20392
23213	240725
10244	227746
3750	16506
51321	13929
25798	55950
55486	381038
66005	68038
25904	78893
7535	22637
91683	171180
8604	78830
171023	228790
114609	117149
114905	109323
114905	109323
150771	73338
54457	74469
339778	75434
8706	26879
10077	27027
11173	108153
23205	94180
4864	18145
8518	230233
51281	241158
51281	241158
5330	18796
7629	224656
7629	224656
374569	104816
37	11370
5288	18705
5288	18705
5116	18541
117583	72823
283638	217882
124944	104457
4925	53322
163747	242602
64210	72199
9205	219105
126006	18545
256227	70358
219902	235300
55179	23873
101928879	66398
5425	18972
9533	20016
7189	22034
29760	17060
55024	242248
762	12351
114789	227731
23462	15213
27291	52013
11097	231042
56955	94111
153328	328258
2038	13828
29085	75454
9487	327942
64779	234814
6749	20833
58508	231051
11278	16597
163589	214575
222611	435529
53833	213208
80325	80283
89894	77462
89894	77462
89894	77462
89894	77462
55120	67030
26123	67590
85452	544678
2583	14421
126669	214547
9816	382038
90933	211007
10227	68294
55902	60525
5976	19704
11098	76453
84417	78896
57148	228850
57148	228850
6611	671878
6611	20603
3824	16643
266629	380683
10558	268656
107985532	70458
9753	22758
54993	22691
84256	224613
54487	94223
54487	94223
51057	216560
51057	216560
51057	216560
51057	216560
22986	58178
3067	15186
23114	269116
399671	101055670
55911	171504
22981	78177
642515	433415
402569	381686
402569	381686
9960	235441
6421	71514
51531	74753
1012	12554
1012	12554
23002	208846
55222	216011
4645	17919
102724657	242502
102724657	102640809
11279	245671
11279	245671
3551	16150
644041	100503964
57609	239667
57521	74370
9929	74158
348262	192173
6879	24074
128338	67171
1058	12615
8705	54218
128153	74717
3055	15162
2841	110168
7789	668166
81300	258920
6594	93761
54510	73173
158586	668166
